Symptom,Prompt Template,Follow-Up Questions,LikelyDiagnosis,Urgency Level,Treatment,TreatmentQuestion
symptom_509,What details can you share about symptom_509 in a {child_age} year old {gender} child?,How long has the symptom_509 been present?; Has it worsened recently?,Diagnosis_509_A; Diagnosis_509_B,medium,"Standard care for symptom_509 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_509, likely diagnosed with Diagnosis_509_A?"
symptom_510,What details can you share about symptom_510 in a {child_age} year old {gender} child?,How long has the symptom_510 been present?; Has it worsened recently?,Diagnosis_510_A; Diagnosis_510_B,medium,"Standard care for symptom_510 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_510, likely diagnosed with Diagnosis_510_A?"
symptom_511,What details can you share about symptom_511 in a {child_age} year old {gender} child?,How long has the symptom_511 been present?; Has it worsened recently?,Diagnosis_511_A; Diagnosis_511_B,medium,"Standard care for symptom_511 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_511, likely diagnosed with Diagnosis_511_A?"
symptom_512,What details can you share about symptom_512 in a {child_age} year old {gender} child?,How long has the symptom_512 been present?; Has it worsened recently?,Diagnosis_512_A; Diagnosis_512_B,medium,"Standard care for symptom_512 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_512, likely diagnosed with Diagnosis_512_A?"
symptom_513,What details can you share about symptom_513 in a {child_age} year old {gender} child?,How long has the symptom_513 been present?; Has it worsened recently?,Diagnosis_513_A; Diagnosis_513_B,medium,"Standard care for symptom_513 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_513, likely diagnosed with Diagnosis_513_A?"
symptom_514,What details can you share about symptom_514 in a {child_age} year old {gender} child?,How long has the symptom_514 been present?; Has it worsened recently?,Diagnosis_514_A; Diagnosis_514_B,medium,"Standard care for symptom_514 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_514, likely diagnosed with Diagnosis_514_A?"
symptom_515,What details can you share about symptom_515 in a {child_age} year old {gender} child?,How long has the symptom_515 been present?; Has it worsened recently?,Diagnosis_515_A; Diagnosis_515_B,medium,"Standard care for symptom_515 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_515, likely diagnosed with Diagnosis_515_A?"
symptom_516,What details can you share about symptom_516 in a {child_age} year old {gender} child?,How long has the symptom_516 been present?; Has it worsened recently?,Diagnosis_516_A; Diagnosis_516_B,medium,"Standard care for symptom_516 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_516, likely diagnosed with Diagnosis_516_A?"
symptom_517,What details can you share about symptom_517 in a {child_age} year old {gender} child?,How long has the symptom_517 been present?; Has it worsened recently?,Diagnosis_517_A; Diagnosis_517_B,medium,"Standard care for symptom_517 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_517, likely diagnosed with Diagnosis_517_A?"
symptom_518,What details can you share about symptom_518 in a {child_age} year old {gender} child?,How long has the symptom_518 been present?; Has it worsened recently?,Diagnosis_518_A; Diagnosis_518_B,medium,"Standard care for symptom_518 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_518, likely diagnosed with Diagnosis_518_A?"
symptom_519,What details can you share about symptom_519 in a {child_age} year old {gender} child?,How long has the symptom_519 been present?; Has it worsened recently?,Diagnosis_519_A; Diagnosis_519_B,medium,"Standard care for symptom_519 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_519, likely diagnosed with Diagnosis_519_A?"
symptom_520,What details can you share about symptom_520 in a {child_age} year old {gender} child?,How long has the symptom_520 been present?; Has it worsened recently?,Diagnosis_520_A; Diagnosis_520_B,medium,"Standard care for symptom_520 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_520, likely diagnosed with Diagnosis_520_A?"
symptom_521,What details can you share about symptom_521 in a {child_age} year old {gender} child?,How long has the symptom_521 been present?; Has it worsened recently?,Diagnosis_521_A; Diagnosis_521_B,medium,"Standard care for symptom_521 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_521, likely diagnosed with Diagnosis_521_A?"
symptom_522,What details can you share about symptom_522 in a {child_age} year old {gender} child?,How long has the symptom_522 been present?; Has it worsened recently?,Diagnosis_522_A; Diagnosis_522_B,medium,"Standard care for symptom_522 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_522, likely diagnosed with Diagnosis_522_A?"
symptom_523,What details can you share about symptom_523 in a {child_age} year old {gender} child?,How long has the symptom_523 been present?; Has it worsened recently?,Diagnosis_523_A; Diagnosis_523_B,medium,"Standard care for symptom_523 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_523, likely diagnosed with Diagnosis_523_A?"
symptom_524,What details can you share about symptom_524 in a {child_age} year old {gender} child?,How long has the symptom_524 been present?; Has it worsened recently?,Diagnosis_524_A; Diagnosis_524_B,medium,"Standard care for symptom_524 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_524, likely diagnosed with Diagnosis_524_A?"
symptom_525,What details can you share about symptom_525 in a {child_age} year old {gender} child?,How long has the symptom_525 been present?; Has it worsened recently?,Diagnosis_525_A; Diagnosis_525_B,medium,"Standard care for symptom_525 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_525, likely diagnosed with Diagnosis_525_A?"
symptom_526,What details can you share about symptom_526 in a {child_age} year old {gender} child?,How long has the symptom_526 been present?; Has it worsened recently?,Diagnosis_526_A; Diagnosis_526_B,medium,"Standard care for symptom_526 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_526, likely diagnosed with Diagnosis_526_A?"
symptom_527,What details can you share about symptom_527 in a {child_age} year old {gender} child?,How long has the symptom_527 been present?; Has it worsened recently?,Diagnosis_527_A; Diagnosis_527_B,medium,"Standard care for symptom_527 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_527, likely diagnosed with Diagnosis_527_A?"
symptom_528,What details can you share about symptom_528 in a {child_age} year old {gender} child?,How long has the symptom_528 been present?; Has it worsened recently?,Diagnosis_528_A; Diagnosis_528_B,medium,"Standard care for symptom_528 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_528, likely diagnosed with Diagnosis_528_A?"
