Symptom,Prompt Template,Follow-Up Questions,Likely Diagnosis,Urgency Level,Suggested Treatment,Treatment Questions
symptom_659,What details can you share about symptom_659 in a {child_age} year old {gender} child?,How long has the symptom_659 been present?; Has it worsened recently?,Diagnosis_659_A; Diagnosis_659_B,medium,"Standard care for symptom_659 includes hydration, rest, and observation.",What are the best treatment options for symptom_659?; When should a doctor be consulted for symptom_659?
symptom_660,What details can you share about symptom_660 in a {child_age} year old {gender} child?,How long has the symptom_660 been present?; Has it worsened recently?,Diagnosis_660_A; Diagnosis_660_B,medium,"Standard care for symptom_660 includes hydration, rest, and observation.",What are the best treatment options for symptom_660?; When should a doctor be consulted for symptom_660?
symptom_661,What details can you share about symptom_661 in a {child_age} year old {gender} child?,How long has the symptom_661 been present?; Has it worsened recently?,Diagnosis_661_A; Diagnosis_661_B,medium,"Standard care for symptom_661 includes hydration, rest, and observation.",What are the best treatment options for symptom_661?; When should a doctor be consulted for symptom_661?
symptom_662,What details can you share about symptom_662 in a {child_age} year old {gender} child?,How long has the symptom_662 been present?; Has it worsened recently?,Diagnosis_662_A; Diagnosis_662_B,medium,"Standard care for symptom_662 includes hydration, rest, and observation.",What are the best treatment options for symptom_662?; When should a doctor be consulted for symptom_662?
symptom_663,What details can you share about symptom_663 in a {child_age} year old {gender} child?,How long has the symptom_663 been present?; Has it worsened recently?,Diagnosis_663_A; Diagnosis_663_B,medium,"Standard care for symptom_663 includes hydration, rest, and observation.",What are the best treatment options for symptom_663?; When should a doctor be consulted for symptom_663?
symptom_664,What details can you share about symptom_664 in a {child_age} year old {gender} child?,How long has the symptom_664 been present?; Has it worsened recently?,Diagnosis_664_A; Diagnosis_664_B,medium,"Standard care for symptom_664 includes hydration, rest, and observation.",What are the best treatment options for symptom_664?; When should a doctor be consulted for symptom_664?
symptom_665,What details can you share about symptom_665 in a {child_age} year old {gender} child?,How long has the symptom_665 been present?; Has it worsened recently?,Diagnosis_665_A; Diagnosis_665_B,medium,"Standard care for symptom_665 includes hydration, rest, and observation.",What are the best treatment options for symptom_665?; When should a doctor be consulted for symptom_665?
symptom_666,What details can you share about symptom_666 in a {child_age} year old {gender} child?,How long has the symptom_666 been present?; Has it worsened recently?,Diagnosis_666_A; Diagnosis_666_B,medium,"Standard care for symptom_666 includes hydration, rest, and observation.",What are the best treatment options for symptom_666?; When should a doctor be consulted for symptom_666?
symptom_667,What details can you share about symptom_667 in a {child_age} year old {gender} child?,How long has the symptom_667 been present?; Has it worsened recently?,Diagnosis_667_A; Diagnosis_667_B,medium,"Standard care for symptom_667 includes hydration, rest, and observation.",What are the best treatment options for symptom_667?; When should a doctor be consulted for symptom_667?
symptom_668,What details can you share about symptom_668 in a {child_age} year old {gender} child?,How long has the symptom_668 been present?; Has it worsened recently?,Diagnosis_668_A; Diagnosis_668_B,medium,"Standard care for symptom_668 includes hydration, rest, and observation.",What are the best treatment options for symptom_668?; When should a doctor be consulted for symptom_668?
symptom_669,What details can you share about symptom_669 in a {child_age} year old {gender} child?,How long has the symptom_669 been present?; Has it worsened recently?,Diagnosis_669_A; Diagnosis_669_B,medium,"Standard care for symptom_669 includes hydration, rest, and observation.",What are the best treatment options for symptom_669?; When should a doctor be consulted for symptom_669?
symptom_670,What details can you share about symptom_670 in a {child_age} year old {gender} child?,How long has the symptom_670 been present?; Has it worsened recently?,Diagnosis_670_A; Diagnosis_670_B,medium,"Standard care for symptom_670 includes hydration, rest, and observation.",What are the best treatment options for symptom_670?; When should a doctor be consulted for symptom_670?
symptom_671,What details can you share about symptom_671 in a {child_age} year old {gender} child?,How long has the symptom_671 been present?; Has it worsened recently?,Diagnosis_671_A; Diagnosis_671_B,medium,"Standard care for symptom_671 includes hydration, rest, and observation.",What are the best treatment options for symptom_671?; When should a doctor be consulted for symptom_671?
symptom_672,What details can you share about symptom_672 in a {child_age} year old {gender} child?,How long has the symptom_672 been present?; Has it worsened recently?,Diagnosis_672_A; Diagnosis_672_B,medium,"Standard care for symptom_672 includes hydration, rest, and observation.",What are the best treatment options for symptom_672?; When should a doctor be consulted for symptom_672?
symptom_673,What details can you share about symptom_673 in a {child_age} year old {gender} child?,How long has the symptom_673 been present?; Has it worsened recently?,Diagnosis_673_A; Diagnosis_673_B,medium,"Standard care for symptom_673 includes hydration, rest, and observation.",What are the best treatment options for symptom_673?; When should a doctor be consulted for symptom_673?
symptom_674,What details can you share about symptom_674 in a {child_age} year old {gender} child?,How long has the symptom_674 been present?; Has it worsened recently?,Diagnosis_674_A; Diagnosis_674_B,medium,"Standard care for symptom_674 includes hydration, rest, and observation.",What are the best treatment options for symptom_674?; When should a doctor be consulted for symptom_674?
symptom_675,What details can you share about symptom_675 in a {child_age} year old {gender} child?,How long has the symptom_675 been present?; Has it worsened recently?,Diagnosis_675_A; Diagnosis_675_B,medium,"Standard care for symptom_675 includes hydration, rest, and observation.",What are the best treatment options for symptom_675?; When should a doctor be consulted for symptom_675?
symptom_676,What details can you share about symptom_676 in a {child_age} year old {gender} child?,How long has the symptom_676 been present?; Has it worsened recently?,Diagnosis_676_A; Diagnosis_676_B,medium,"Standard care for symptom_676 includes hydration, rest, and observation.",What are the best treatment options for symptom_676?; When should a doctor be consulted for symptom_676?
symptom_677,What details can you share about symptom_677 in a {child_age} year old {gender} child?,How long has the symptom_677 been present?; Has it worsened recently?,Diagnosis_677_A; Diagnosis_677_B,medium,"Standard care for symptom_677 includes hydration, rest, and observation.",What are the best treatment options for symptom_677?; When should a doctor be consulted for symptom_677?
